Station Name,Street Address,City,ZIP,Station Phone,Groups With Access Code,Access Days Time,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,Geocode Status,Latitude,Longitude,Open Date,EV Connector Types,Facility Type,EV Pricing
Hayward Nissan,24644 Mission Blvd,Hayward,94544,510-372-2800,Public - Call ahead,Dealership business hours,,2,1,,Non-Networked,200-9,37.662305,-122.075178,2011-03-15,CHADEMO J1772 J1772COMBO,CAR_DEALER,Free
Pedder Nissan,200 Carriage Cir,Hemet,92545,951-766-1446,Public - Call ahead,Dealership business hours,,1,,,Non-Networked,200-9,33.741163,-117.031718,2011-03-15,J1772,CAR_DEALER,Free
Surf City Nissan,17331 Beach Blvd,Huntington Beach,92647,714-500-6000,Public - Call ahead,Dealership business hours,,2,1,,Non-Networked,200-9,33.71069,-117.989861,2011-03-15,CHADEMO J1772 J1772COMBO,CAR_DEALER,Free
Nissan of Irvine,32 Auto Center Dr,Irvine,92618,949-385-6044,Public - Call ahead,Dealership business hours,,2,1,,Non-Networked,200-9,33.632505,-117.723298,2011-03-15,CHADEMO J1772 J1772COMBO,CAR_DEALER,
Torre Nissan,79125 Highway 111,La Quinta,92253,760-777-8999,Public - Call ahead,Dealership business hours,,2,1,,Non-Networked,GPS,33.70711,-116.283712,2011-03-15,CHADEMO J1772,CAR_DEALER,Free
Nissan of Downtown Los Angeles,635 W Washington Blvd,Los Angeles,90015,213-748-4501,Public - Call ahead,Dealership business hours,,1,1,,Non-Networked,200-9,34.035168,-118.273229,2011-03-15,CHADEMO J1772,CAR_DEALER,Free
Universal City Nissan,3550 Cahuenga Blvd W,Los Angeles,90068,818-769-8100,Public - Call ahead,Dealership business hours,,2,1,,Non-Networked,200-9,34.133446,-118.356601,2011-03-15,CHADEMO J1772,CAR_DEALER,Free
Razzari Nissan,1675 Auto Center Dr,Merced,95340,209-383-0100,Public - Call ahead,Dealership business hours,,1,,,Non-Networked,200-9,37.305891,-120.502428,2011-03-15,J1772,CAR_DEALER,Free
Nissan of Mission Hills,11000 Sepulveda Blvd,Mission Hills,91345,818-838-4444,Public - Call ahead,Dealership business hours,,1,,,Non-Networked,200-9,34.269809,-118.466606,2011-03-15,J1772,CAR_DEALER,Free
Central Valley Nissan,4530 McHenry Ave,Modesto,95356,209-526-3320,Public - Call ahead,Dealership business hours,,1,,,Non-Networked,200-8,37.705119,-120.99471,2011-03-15,J1772,CAR_DEALER,Free
Metro Nissan of Montclair,9440 Autoplex Dr,Montclair,91763,909-625-5575,Public - Call ahead,Dealership business hours,,1,1,,Non-Networked,200-9,34.082404,-117.694876,2019-11-08,CHADEMO J1772 J1772COMBO,CAR_DEALER,Free
Metro Nissan of Redlands,1665 Industrial Park Ave,Redlands,92374,909-793-3377,Public - Call ahead,Dealership business hours,,3,1,,Non-Networked,200-9,34.065387,-117.212007,2011-03-15,CHADEMO J1772 J1772COMBO,CAR_DEALER,Free
Napa Nissan,510 Soscol Ave,Napa,94559,707-253-1551,Public - Call ahead,Dealership business hours,,1,,,Non-Networked,200-9,38.292706,-122.277767,2011-03-15,J1772,CAR_DEALER,Free
Mossy Nissan,2700 National City Blvd,National City,91950,619-474-7011,Public - Call ahead,Dealership business hours,,1,,,Non-Networked,200-9,32.659001,-117.100836,2011-03-15,J1772,CAR_DEALER,Free
Mossy Nissan - Oceanside,3535 College Blvd,Oceanside,92056,760-720-9797,Public - Call ahead,Dealership business hours,,2,1,,Non-Networked,200-9,33.181953,-117.298334,2011-03-15,CHADEMO J1772,CAR_DEALER,Free
Stadium Nissan,1140 W Katella Ave,Orange,92867,714-633-8430,Public - Call ahead,Dealership business hours,,2,1,,Non-Networked,200-9,33.80857,-117.864434,2011-03-15,CHADEMO J1772,CAR_DEALER,Free
Team Nissan,1801 Auto Center Dr,Oxnard,93036,805-485-8787,Public - Call ahead,Dealership business hours,,1,1,,Non-Networked,GPS,34.22771,-119.150217,2011-03-15,CHADEMO J1772,CAR_DEALER,Free
Antelope Valley Nissan,451 Auto Center Dr,Palmdale,93551,,Public - Call ahead,24 hours daily; primarily for customer use,,2,2,,Non-Networked,GPS,34.591173,-118.138184,2011-03-15,CHADEMO J1772,CAR_DEALER,Free
North Bay Nissan,1250 Auto Center Dr,Petaluma,94952,707-769-7700,Public - Call ahead,Dealership business hours,,4,1,,Non-Networked,200-9,38.267202,-122.665068,2011-03-15,CHADEMO J1772 J1772COMBO,CAR_DEALER,Free
Mossy Nissan - Poway,14100 Poway Rd,Poway,92064,858-668-3600,Public - Call ahead,Dealership business hours,,1,1,,Non-Networked,200-9,32.956772,-117.025943,2011-03-15,CHADEMO J1772,CAR_DEALER,Free
Crown Nissan,300 E Cypress Ave,Redding,96002,530-223-2177,Public - Call ahead,Dealership business hours,,1,,,Non-Networked,200-9,40.571632,-122.36654,2011-03-15,J1772,CAR_DEALER,Free
Boardwalk Nissan,1 Bair Island Rd,Redwood City,94063,650-364-0100,Public - Call ahead,Dealership business hours,,3,1,,Non-Networked,200-9,37.495963,-122.227322,2011-03-15,CHADEMO J1772,CAR_DEALER,Free
Hanlees Hilltop Nissan,3277 Auto Plaza,Richmond,94806,510-222-4900,Public - Call ahead,Dealership business hours,,1,1,,Non-Networked,200-9,37.985253,-122.32124,2011-03-15,CHADEMO J1772 J1772COMBO,CAR_DEALER,Free
Raceway Nissan,6030 Sycamore Canyon Blvd,Riverside,92507,951-571-9300,Public - Call ahead,Dealership business hours,,1,,,Non-Networked,200-9,33.941878,-117.297603,2011-03-15,J1772,CAR_DEALER,Free
Riverside Nissan,8330 Indiana Ave,Riverside,92504,,Public - Call ahead,Dealership business hours,,2,1,,Non-Networked,GPS,33.925469,-117.419673,2011-03-15,CHADEMO J1772 J1772COMBO,CAR_DEALER,Free
Future Nissan of Roseville,600 Automall Dr,Roseville,95661,,Public - Call ahead,Dealership business hours; 916-969-5700,,1,1,,Non-Networked,GPS,38.752198,-121.256452,2011-03-15,CHADEMO J1772 J1772COMBO,CAR_DEALER,Free
Nissan of Sacramento,2820 Auburn Blvd,Sacramento,95821,,Public - Call ahead,Dealership business hours; 916-488-5400,,1,1,,Non-Networked,GPS,38.631393,-121.396604,2016-06-01,CHADEMO J1772 J1772COMBO,CAR_DEALER,Free
MY Nissan,222 Auto Center Cir,Salinas,93907,831-444-8888,Public - Call ahead,Dealership business hours,,2,1,,Non-Networked,GPS,36.720023,-121.662519,2011-03-15,CHADEMO J1772,CAR_DEALER,Free
Larry H Miller Nissan of San Bernardino,735 Showcase Dr S,San Bernardino,92408,,Public - Call ahead,Dealership business hours; contact 909-885-3883 for more information,,1,1,,Non-Networked,GPS,34.074378,-117.298,2011-03-15,CHADEMO J1772,CAR_DEALER,Free
Mossy Nissan - Kearny Mesa,8118 Clairemont Mesa Blvd,San Diego,92111,858-565-4411,Public - Call ahead,Dealership business hours,,1,1,,Non-Networked,200-9,32.833179,-117.147384,2011-03-15,CHADEMO J1772,CAR_DEALER,Free
Pacific Nissan,4433 Mission Bay Dr,San Diego,92109,858-581-3200,Public - Call ahead,Dealership business hours,,1,1,,Non-Networked,200-9,32.802475,-117.215269,2011-04-01,CHADEMO J1772,CAR_DEALER,Free
Nissan Sunnyvale,680 E El Camino Real,Sunnyvale,94087,408-735-6888  877-494-3833,Public - Call ahead,Dealership business hours,,2,,,Non-Networked,200-9,37.359362,-122.022783,2011-03-15,J1772,CAR_DEALER,Free
Premier Nissan,1120 W Capitol Expy,San Jose,95136,408-978-1234,Public - Call ahead,Dealership business hours,,1,2,,Non-Networked,GPS,37.275144,-121.877656,2011-03-15,CHADEMO J1772 J1772COMBO,CAR_DEALER,Free
Nissan of San Juan Capistrano,33633 Camino Capistrano,San Juan Capistrano,92675,888-718-2419,Public - Call ahead,Dealership business hours,,2,1,,Non-Networked,200-9,33.47443,-117.676142,2011-03-15,CHADEMO J1772,CAR_DEALER,Free
San Leandro Nissan,1152 Marina Blvd,San Leandro,94577,510-347-4000,Public - Call ahead,Dealership business hours,,2,1,,Non-Networked,GPS,37.712609,-122.162746,2011-03-15,CHADEMO J1772 J1772COMBO,CAR_DEALER,Free
Coast Nissan,12150 Los Osos Valley Rd,San Luis Obispo,93405,805-543-4423,Public - Call ahead,Dealership business hours,,4,1,,Non-Networked,GPS,35.25062,-120.68455,2011-03-15,CHADEMO J1772,CAR_DEALER,Free
Stevens Creek Nissan,4855 Stevens Creek Blvd,Santa Clara,95051,408-983-5900,Public - Call ahead,Dealership business hours,,1,2,,Non-Networked,200-9,37.323569,-121.988027,2011-03-15,CHADEMO J1772 J1772COMBO,CAR_DEALER,Free
Jim Bone Nissan,1275 Santa Rosa Ave,Santa Rosa,95404,707-545-7050,Public - Call ahead,Dealership business hours,,4,1,,Non-Networked,200-9,38.425537,-122.714089,2011-03-15,CHADEMO J1772 J1772COMBO,CAR_DEALER,Free
Cardinale Nissan,1661 Del Monte Blvd,Seaside,93955,831-393-0600,Public - Call ahead,Dealership business hours,,2,1,,Non-Networked,GPS,36.611189,-121.849899,2011-03-15,CHADEMO J1772,CAR_DEALER,Free
Nissan of Van Nuys,5425 Van Nuys Blvd,Sherman Oaks,91401,818-787-8400,Public - Call ahead,Dealership business hours,,1,1,,Non-Networked,200-9,34.168824,-118.449059,2014-04-22,CHADEMO J1772 J1772COMBO,CAR_DEALER,Free
First Nissan,2325 1st St,Simi Valley,93065,805-526-9700,Public - Call ahead,Dealership business hours,,1,1,,Non-Networked,200-8,34.277324,-118.778957,2011-03-15,CHADEMO J1772 J1772COMBO,CAR_DEALER,Free
Nissan of Stockton,3077 E Hammer Ln,Stockton,95212,209-956-6500,Public - Call ahead,Dealership business hours,,2,1,,Non-Networked,200-9,38.022022,-121.275339,2011-03-15,CHADEMO J1772,CAR_DEALER,Free
Temecula Nissan,41895 Motor Car Pkwy,Temecula,92591,951-676-6601,Public - Call ahead,Dealership business hours,,2,1,,Non-Networked,200-9,33.516768,-117.155039,2011-03-15,CHADEMO J1772,CAR_DEALER,Free
Tracy Nissan,3195 N Naglee Rd,Tracy,95304,209-820-6000,Public - Call ahead,Dealership business hours,,1,,,Non-Networked,GPS,37.75990555,-121.4632052,2011-03-15,J1772,CAR_DEALER,Free
Nissan of Tustin,30 Auto Center Dr,Tustin,92782,714-669-8282,Public - Call ahead,Dealership business hours,,1,1,,Non-Networked,200-9,33.72484,-117.799302,2011-03-15,CHADEMO J1772 J1772COMBO,CAR_DEALER,
Nissan of Vacaville,671 Orange Dr,Vacaville,95687,707-455-4500,Public - Call ahead,Dealership business hours,,1,,,Non-Networked,200-9,38.381441,-121.941218,2011-03-15,J1772,CAR_DEALER,Free
Champion Nissan,24111 Creekside Rd,Valencia,91355,661-255-2020,Public - Call ahead,Dealership business hours,,3,,,Non-Networked,200-9,34.420546,-118.557774,2011-03-15,J1772,CAR_DEALER,Free
Vallejo Nissan,3287 Sonoma Blvd,Vallejo,94590,707-643-8291,Public - Call ahead,Dealership business hours,,1,,,Non-Networked,200-9,38.118088,-122.255493,2011-03-15,J1772,CAR_DEALER,Free
Valley Hi Nissan,15722 Valley Park Ln,Victorville,92394,,Public - Call ahead,Dealership business hours; contact 760-241-1700 for more information,,1,,,Non-Networked,GPS,34.517883,-117.3219,2011-03-15,J1772,CAR_DEALER,Free
Nissan of Visalia,830 S Ben Maddox Way,Visalia,93292,559-734-3333,Public - Call ahead,Dealership business hours,,1,1,,Non-Networked,200-9,36.32327,-119.27569,2011-03-15,CHADEMO J1772 J1772COMBO,CAR_DEALER,Free
West Covina Nissan,205 N Citrus St,West Covina,91791,626-732-1000,Public - Call ahead,Dealership business hours,,1,1,,Non-Networked,200-9,34.074227,-117.890899,2011-03-15,CHADEMO J1772,CAR_DEALER,Free
International Brotherhood of Electrical Workers 569 - NECA Electrical Training Center,4675 Viewridge Ave,San Diego,92123,858-569-6633,Public,7am-8:30pm daily,,2,,,Non-Networked,GPS,32.823912,-117.12114,2011-07-22,J1772,OFFICE_BLDG,Free
Smart Center San Diego,4750 Kearny Mesa Rd,San Diego,92111,858-569-6900,Public - Call ahead,Dealership business hours; customer use only,1,1,,,Non-Networked,GPS,32.82408524,-117.1471252,2011-05-15,J1772 NEMA520,OFFICE_BLDG,Free
Marsh Street Parking Structure,881 Marsh St,San Luis Obispo,93401,805-781-7230,Public,24 hours daily; pay lot,,2,,,Non-Networked,GPS,35.279705,-120.6609,2000-04-15,J1772,PARKING_GARAGE,Free
Malibu Country Mart,3835 Cross Creek Rd,Malibu,90265,,Public,24 hours daily,,2,,,Non-Networked,200-9,34.035802,-118.686393,2011-08-20,J1772,SHOPPING_CENTER,Free
EVSP WALGREENS STORE 11241,26531 Aliso Creek Rd,Aliso Viejo,92656,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,33.577103,-117.723844,2012-03-01,J1772,,
CITY OF DUBLIN STATION 3,200 Civic Plaza,Dublin,94568,888-758-4389,Public,24 hours daily,,1,,,ChargePoint Network,GPS,37.702909,-121.91835,2012-03-15,J1772,,
Amador Transit,115 Valley View Way,Sutter Creek,95685,209-267-9395,Public,24 hours daily; pay lot,,2,,,Non-Networked,GPS,38.379983,-120.807672,2010-04-30,J1772,TRAVEL_CENTER,Free
Golden Gate Park - Music Concourse Garage,1 Music Concourse Dr,San Francisco,94118,415-750-0741,Public,Garage business hours; pay lot; Drivers must bring their own J1772 cordset for Level 1 charging,9,2,,,Non-Networked,200-8,37.768766,-122.468341,2012-04-10,J1772 NEMA520,PAY_GARAGE,Free; Pay to park
Cupertino Electric,1132 N 7th St,San Jose,95112,408-808-8000,Public,7am-6pm M-F,,12,,,Non-Networked,GPS,37.36217973,-121.8995386,2019-01-23,J1772,UTILITY,Free
Nissan of Burlingame,101 California Dr,Burlingame,94010,650-347-4800,Public - Call ahead,Dealership business hours,,1,,,Non-Networked,200-9,37.57792,-122.341931,2012-01-31,J1772,CAR_DEALER,Free
CITYOF CAMPBELL 2NDST GARAGE UL,41 N 2nd St,Campbell,95008,888-758-4389,Public,24 hours daily,,1,,,ChargePoint Network,GPS,37.287593,-121.946908,2012-04-01,J1772,,
Dublin Nissan,6450 Dublin Ct,Dublin,94568,925-452-8000,Public - Call ahead,Dealership business hours,,4,1,,Non-Networked,GPS,37.702828,-121.911087,2012-01-31,CHADEMO J1772,CAR_DEALER,Free
Stone Brewing World Bistro & Gardens,1999 Citracado Pkwy,Escondido,92029,760-471-4999,Public,24 hours daily,,2,,,Non-Networked,GPS,33.11587,-117.11955,2012-02-07,J1772,RESTAURANT,Free
Momentum Nissan,2545 Auto Mall Pkwy,Fairfield,94533,707-402-3200,Public - Call ahead,Dealership business hours,,2,1,,Non-Networked,200-9,38.244614,-122.079181,2012-01-31,CHADEMO J1772 J1772COMBO,CAR_DEALER,Free
Renaissance Indian Wells Resort & Spa,44400 Indian Wells Ln,Indian Wells,92210,760-773-4444,Public - Call ahead,24 hours daily; for guest use only,,2,,,Non-Networked,GPS,33.72323,-116.324409,2012-02-15,J1772,HOTEL,
Los Angeles County - Museum of Art,5905 Wilshire Blvd,Los Angeles,90036,888-833-2148  323-857-6010,Public,Garage business hours,,5,,,Non-Networked,200-9,34.063383,-118.35808,2012-04-10,J1772,MUSEUM,Free; parking fee
Empire Nissan,1377 Kettering Loop,Ontario,91761,909-390-9977,Public - Call ahead,Dealership business hours,,1,1,,Non-Networked,200-9,34.049006,-117.547161,2012-01-31,CHADEMO J1772 J1772COMBO,CAR_DEALER,Free
City of Rancho Cucamonga - Animal Care & Adoption Center,11780 Arrow Rt,Rancho Cucamonga,91730,909-774-2047,Public,24 hours daily; must have MobileNow! App for payment; maximum session time of 4 hours,,1,,,Non-Networked,200-9,34.100456,-117.54918,2012-01-31,J1772,OFFICE_BLDG,$1.50 per hour
Toyota of Santa Cruz,4200 Auto Plaza Dr,Capitola,95010,831-462-4200,Public - Call ahead,Dealership business hours; Drivers must bring their own J1772 cordset for Level 1 charging,1,1,,,Non-Networked,200-9,36.981884,-121.962228,2012-04-01,J1772 NEMA520,CAR_DEALER,Free
Santa Maria Nissan,1001 E Battles Rd,Santa Maria,93454,805-925-0077,Public - Call ahead,Dealership business hours,,2,,,Non-Networked,200-9,34.931796,-120.420639,2011-03-15,J1772,CAR_DEALER,Free
CITY OF COTATI COMMUNITYCENTR2,216 E School St,Cotati,94931,888-758-4389,Public,24 hours daily,,1,,,ChargePoint Network,GPS,38.32398,-122.709121,2012-05-31,J1772,,
"AAA - Auto Club of Southern California, Costa Mesa Branch",3350 Harbor Blvd,Costa Mesa,92626,714-427-5950,Public,9am-5pm M-F,,2,,,Non-Networked,GPS,33.69276,-117.9183,2012-04-20,J1772,OFFICE_BLDG,Free
"AAA - Auto Club of Southern California, Los Angeles Branch",2601 S Figueroa St,Los Angeles,90007,213-741-3686,Public,9am-5pm M-F,,2,,,Non-Networked,GPS,34.02828,-118.2778,2012-04-20,J1772,OFFICE_BLDG,Free
Marriott - Renaissance Los Angeles Airport Hotel,9620 Airport Blvd,Los Angeles,90045,310-337-2800,Public,24 hours daily; pay lot; for guest use only,,2,,,Non-Networked,GPS,33.9492,-118.385,2012-01-01,J1772,HOTEL,Free
Via Bougainvillea Circle Toyota Arena,74855 Country Club Dr,Palm Desert,92260,866-816-7584,Public,,,24,,,EV Connect,GPS,33.754914,-116.361563,2011-12-31,J1772,,
Target,12076 Los Osos Valley Rd,San Luis Obispo,93401,805-858-9902,Public,8am-11pm daily,,6,,,Non-Networked,GPS,35.25211177,-120.6859747,2012-06-30,J1772,SHOPPING_CENTER,Free
"Enterprise Rent-A-Car, Santa Monica",1719 Wilshire Blvd,Santa Monica,90403,855-885-9571,Public,,2,2,,,OpConnect,GPS,34.029456,-118.485814,2012-05-15,J1772,,
"Enterprise Rent-A-Car, Torrance",20625 Hawthorne Blvd,Torrance,90503,855-885-9571,Public,,2,2,,,OpConnect,GPS,33.842487,-118.354006,2012-05-15,J1772,,
City of Morro Bay - Morro Bay Transit,535 Harbor St,Morro Bay,93442,805-722-6285,Public,24 hours daily; MobileNOW! Phone application,,1,,,Non-Networked,GPS,35.36725,-120.847,2012-06-19,J1772,MUNI_GOV,$1.20 per hour; $0.35 transaction fee
Brea Civic Center,1 Civic Center Cir,Brea,92821,714-990-7600,Public,Garage business hours; 4 hour parking limit; pay lot,,3,,,Non-Networked,GPS,33.91743,-117.889,2012-01-01,J1772,PARKING_GARAGE,Free
Marcum Copp Barbieri DDS,1129 Pacific St,San Luis Obispo,93401,805-541-8731,Public - Credit card at all times,24 hours daily; free for customer use,,1,,,Non-Networked,GPS,35.28059,-120.657,2012-07-01,J1772,OFFICE_BLDG,$5 per hour for non-customers
Bella Vista Road Park & Ride Lot,782 Davis Ct,Vacaville,95687,707-449-5424,Public,24 hours daily,,6,,,Non-Networked,GPS,38.34962,-121.987,2005-07-15,J1772,PARKING_LOT,Free
Lodi City Hall,221 W Pine St,Lodi,95240,209-333-6762,Public,24 hours daily,,2,,,Non-Networked,GPS,38.13437,-121.2884,2012-07-24,J1772,PARKING_LOT,Free
Sierra Chrysler Dodge Jeep Ram,1305 S Mountain Ave,Monrovia,91016,888-805-2075,Public - Call ahead,Dealership business hours; for customer use only,,3,,,Non-Networked,GPS,34.13867,-117.9869,2012-06-15,J1772,CAR_DEALER,Free
Rancho Sierra Vista - Public Parking Lot,4126 Potrero Rd,Newbury Park,91320,,Public,Park visitor hours,,1,,,Non-Networked,GPS,34.152947,-118.965356,2012-08-29,J1772,NATL_PARK,Free
Ontario International Airport,Terminal Way,Ontario,91761,909-937-1240,Public,24 hours daily; pay lot,,6,,,Non-Networked,GPS,34.0616,-117.5935,2012-06-18,J1772,AIRPORT,Free; $21 per day parking fee
John T Lyle Center for Regenerative Studies,4105 University S Dr,Walnut,91768,909-869-3061,Public,24 hours daily; parking permit required,,2,,,Non-Networked,GPS,34.049341,-117.82341,2012-07-16,J1772,COLLEGE_CAMPUS,Free
University of California - Davis Medical Center,4241 X St,Sacramento,95817,800-282-3284,Public,24 hours daily,,10,,,Non-Networked,GPS,38.553545,-121.4561,2012-07-25,J1772,HOSPITAL,$2 per hour parking fee
Mojave Desert Air Quality Management District,14306 Park Ave,Victorville,92392,760-245-1661,Public,24 hours daily; leave cell phone number visible on dashboard in case of emergency,,7,,,Non-Networked,GPS,34.511036,-117.325348,2012-02-01,J1772,PARKING_LOT,Free
Winner Chevrolet,1624 S Canyon Way,Colfax,95713,530-349-4147,Public,24 hours daily,,2,1,,Non-Networked,GPS,39.084259,-120.956,2012-08-28,J1772 J1772COMBO,CAR_DEALER,Free
City of Davis - City Hall,23 Russell Blvd,Davis,95616,530-757-5602,Public,24 hours daily; maximum session time of 2 hours,,2,,,Non-Networked,GPS,38.546699,-121.7461,2012-08-29,J1772,MUNI_GOV,Free
Yolo-Solano Air Quality Management District,1947 Galileo Ct,Davis,95618,,Public,8am-5pm daily; no overnight parking; contact 530-757-3650 for more information,,2,,,Non-Networked,GPS,38.54246,-121.7279,2012-06-15,J1772,MUNI_GOV,Free
Malibu Civic Center,23525 Civic Center Way,Malibu,90265,310-456-2489,Public,24 hours daily,,3,,,Non-Networked,200-9,34.037227,-118.689023,2011-07-01,J1772,MUNI_GOV,$0.25 per kWh; parking fee
HARTNELLCOLLEGE CENTRAL AVE 1,411 Central Ave,Salinas,93901,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,36.673856,-121.665804,2012-08-31,J1772,,
Homewood Suites - San Jose Airport,10 W Trimble Rd,San Jose,95131,408-428-9900,Public,24 hours daily; for guest use only,,2,,,Non-Networked,GPS,37.38514,-121.9288,2015-04-28,J1772,HOTEL,Free
Vallejo City Hall,555 Santa Clara St,Vallejo,94590,,Public,24 hours daily; maximum session time of 3 hours,,2,,,Non-Networked,GPS,38.1022,-122.261,2012-08-29,J1772,MUNI_GOV,Free
Siemens Ultra,685 E Middlefield Rd,Mountain View,94043,,Public,24 hours daily,,4,,,Non-Networked,GPS,37.39120483,-122.0531,2012-10-15,J1772,HOSPITAL,
